application_number,loan_assessment_date,group,default,credit_score,,,,,
7116,01/08/2013,D,1,8,,,,,
7117,19/01/2013,A,1,1,,,,,
7119,15/08/2013,D,0,5,,,,,
7120,05/02/2013,A,1,4,,,,,
7123,16/01/2014,D,1,2,,,,,
7124,28/06/2013,A,1,1,,,,,
7125,18/03/2013,D,1,7,,,,,
7126,30/03/2014,A,0,1,,,,,
7130,12/11/2013,A,1,3,,,,,
7131,25/08/2013,D,1,4,,,,,
7135,10/07/2013,A,0,4,,,,,
7136,24/06/2014,D,1,10,,,,,
7139,19/06/2013,D,0,1,,,,,
7140,11/09/2014,D,1,6,,,,,
7141,19/03/2014,A,0,1,,,,,
7143,07/02/2013,D,0,1,,,,,
7144,09/02/2013,D,0,9,,,,,
7145,25/05/2013,D,1,4,,,,,
7149,25/01/2013,A,1,4,,,,,
7150,28/05/2013,D,1,8,,,,,
7151,06/11/2013,D,1,9,,,,,
7153,15/02/2014,D,0,4,,,,,
7154,03/02/2013,A,0,1,,,,,
7156,04/01/2013,D,0,3,,,,,
7158,20/11/2013,A,1,6,,,,,
7160,20/04/2014,D,1,6,,,,,
7162,30/11/2013,D,1,5,,,,,
7163,27/01/2013,D,1,3,,,,,
7164,30/03/2013,A,0,1,,,,,
7166,22/07/2013,D,0,5,,,,,
7167,28/01/2013,D,0,5,,,,,
7170,19/02/2013,A,1,5,,,,,
7171,15/03/2013,A,0,3,,,,,
7175,29/05/2013,D,1,8,,,,,
7176,27/05/2013,A,0,1,,,,,
7178,26/02/2014,D,1,6,,,,,
7183,12/02/2014,D,0,8,,,,,
7184,26/04/2013,D,1,8,,,,,
7186,23/01/2014,A,0,4,,,,,
7187,23/11/2014,D,1,8,,,,,
7188,30/05/2013,D,0,4,,,,,
7189,27/05/2013,A,1,4,,,,,
7194,15/02/2013,D,1,9,,,,,
7196,13/08/2013,D,1,2,,,,,
7197,05/03/2013,A,0,6,,,,,
7198,08/01/2014,D,1,6,,,,,
7199,28/10/2013,D,0,6,,,,,
7200,20/02/2013,D,0,6,,,,,
7202,11/09/2013,D,0,10,,,,,
7203,01/05/2013,D,0,1,,,,,
7204,09/03/2014,A,0,3,,,,,
7205,10/02/2014,A,1,8,,,,,
7210,02/02/2013,D,0,8,,,,,
7211,31/10/2013,D,1,7,,,,,
7214,10/10/2014,D,1,3,,,,,
7216,04/03/2014,D,1,8,,,,,
7217,26/02/2014,A,0,5,,,,,
7218,20/02/2013,D,0,4,,,,,
7219,01/04/2013,D,0,4,,,,,
7222,30/10/2014,A,1,5,,,,,
7223,13/05/2013,D,0,1,,,,,
7224,25/08/2014,D,1,3,,,,,
7225,24/01/2013,D,1,6,,,,,
7226,02/11/2013,A,1,4,,,,,
7227,23/11/2013,A,0,2,,,,,
7228,10/03/2013,A,1,4,,,,,
7231,24/05/2013,D,0,7,,,,,
7233,21/08/2013,D,1,9,,,,,
7235,15/05/2013,A,0,6,,,,,
7237,10/01/2014,A,0,4,,,,,
7238,18/01/2013,A,0,1,,,,,
7240,23/03/2014,D,0,3,,,,,
7241,17/01/2013,D,1,6,,,,,
7242,07/10/2013,D,0,4,,,,,
7243,01/08/2013,D,1,3,,,,,
7245,12/09/2013,D,1,8,,,,,
7246,12/09/2013,A,0,2,,,,,
7247,25/08/2013,D,1,5,,,,,
7249,09/02/2013,D,0,7,,,,,
7250,28/02/2013,D,0,4,,,,,
7252,06/12/2014,D,1,10,,,,,
7253,01/10/2014,D,1,8,,,,,
7254,13/11/2013,A,1,4,,,,,
7255,28/05/2013,D,1,6,,,,,
7257,15/12/2013,A,1,3,,,,,
7258,30/08/2013,D,1,7,,,,,
7259,21/11/2013,A,0,5,,,,,
7263,18/01/2013,A,0,6,,,,,
7264,15/08/2014,A,1,6,,,,,
7265,17/09/2013,D,0,6,,,,,
7266,06/02/2014,A,0,2,,,,,
7268,27/09/2013,D,0,6,,,,,
7269,27/02/2013,A,0,1,,,,,
7271,27/05/2013,A,0,1,,,,,
7272,17/02/2013,D,0,5,,,,,
7275,08/11/2013,A,0,2,,,,,
7276,10/02/2014,A,0,1,,,,,
7278,19/09/2013,D,1,9,,,,,
7279,27/12/2013,D,1,3,,,,,
7280,10/01/2014,D,1,6,,,,,
7281,28/08/2013,A,0,1,,,,,
7283,27/01/2014,D,0,10,,,,,
7284,04/01/2013,A,0,5,,,,,
7285,27/01/2014,D,1,7,,,,,
7286,19/03/2013,A,0,5,,,,,
7288,11/01/2013,D,1,6,,,,,
7289,24/12/2014,D,1,10,,,,,
7291,26/03/2013,D,0,7,,,,,
7292,13/03/2013,D,0,8,,,,,
7293,13/12/2013,D,0,8,,,,,
7298,22/10/2013,D,0,2,,,,,
7299,23/02/2013,D,1,10,,,,,
7300,25/03/2014,A,0,9,,,,,
7301,14/08/2014,D,1,6,,,,,
7302,07/06/2014,D,1,10,,,,,
7304,04/08/2013,A,0,2,,,,,
7308,24/09/2013,A,1,1,,,,,
7310,02/02/2013,A,1,2,,,,,
7312,06/04/2014,A,1,8,,,,,
7315,15/04/2014,D,1,5,,,,,
7317,03/01/2013,D,0,7,,,,,
7318,23/05/2013,D,0,3,,,,,
7319,07/02/2013,A,1,4,,,,,
7320,08/05/2013,A,1,8,,,,,
7321,31/01/2013,D,0,5,,,,,
7323,22/10/2014,D,1,5,,,,,
7324,19/01/2013,A,0,1,,,,,
7326,02/02/2013,D,1,8,,,,,
7327,12/05/2013,D,1,1,,,,,
7328,25/05/2013,D,1,6,,,,,
7330,23/08/2013,D,1,2,,,,,
7331,31/10/2014,A,1,6,,,,,
7334,01/03/2013,D,1,10,,,,,
7335,18/06/2014,D,1,6,,,,,
7338,05/12/2013,D,1,10,,,,,
7339,01/08/2014,D,1,6,,,,,
7340,19/05/2014,A,1,4,,,,,
7341,21/12/2013,D,1,5,,,,,
7342,04/02/2014,A,1,1,,,,,
7343,20/03/2013,A,0,3,,,,,
7344,11/02/2013,D,1,5,,,,,
7345,01/11/2013,D,1,4,,,,,
7347,22/08/2013,D,0,7,,,,,
7348,28/03/2013,D,0,2,,,,,
7354,30/10/2013,A,0,2,,,,,
7355,05/08/2013,A,0,3,,,,,
7359,25/12/2013,A,0,4,,,,,
7360,07/10/2013,A,0,4,,,,,
7362,04/09/2013,D,1,9,,,,,
7365,22/05/2013,A,0,3,,,,,
7368,30/01/2013,D,0,9,,,,,
7369,16/08/2013,D,1,6,,,,,
7370,24/03/2013,D,1,7,,,,,
7373,02/02/2013,D,1,9,,,,,
7375,19/06/2014,D,1,4,,,,,
7380,17/02/2013,D,1,6,,,,,
7381,24/11/2013,D,0,6,,,,,
7382,21/09/2013,D,1,7,,,,,
7383,26/02/2013,A,1,3,,,,,
7384,10/08/2013,D,0,7,,,,,
7385,16/01/2014,A,1,1,,,,,
7386,14/02/2013,D,1,7,,,,,
7387,23/10/2013,A,0,6,,,,,
7391,31/12/2013,D,1,9,,,,,
7392,09/09/2013,D,0,3,,,,,
7393,27/03/2014,D,1,10,,,,,
7394,04/12/2013,A,0,1,,,,,
7395,23/10/2014,D,1,10,,,,,
7400,29/08/2013,D,0,3,,,,,
7402,01/02/2014,A,1,6,,,,,
7403,12/04/2013,D,1,6,,,,,
7405,10/04/2013,A,1,10,,,,,
7406,23/03/2013,D,1,9,,,,,
7409,07/10/2013,D,1,4,,,,,
7410,03/04/2013,A,0,2,,,,,
7411,28/02/2013,D,1,9,,,,,
7412,26/10/2014,A,1,2,,,,,
7413,17/10/2014,D,1,7,,,,,
7417,27/01/2013,A,0,5,,,,,
7419,24/02/2013,D,0,7,,,,,
7420,26/02/2013,A,1,2,,,,,
7421,19/02/2014,A,0,4,,,,,
7422,20/04/2013,D,0,4,,,,,
7423,04/02/2013,D,1,7,,,,,
7424,27/04/2013,D,0,1,,,,,
7425,12/12/2013,D,0,2,,,,,
7426,04/09/2013,D,0,6,,,,,
7427,12/01/2013,D,1,8,,,,,
7429,05/11/2014,A,1,8,,,,,
7432,29/04/2013,A,0,5,,,,,
7434,23/08/2013,D,0,4,,,,,
7435,08/04/2013,D,0,4,,,,,
7437,22/08/2014,A,1,10,,,,,
7439,20/06/2014,D,1,4,,,,,
7440,09/08/2013,D,0,6,,,,,
7443,02/08/2013,D,0,2,,,,,
7444,01/02/2013,D,1,5,,,,,
7446,17/03/2014,A,0,1,,,,,
7447,11/03/2013,D,1,7,,,,,
7448,17/02/2014,D,0,3,,,,,
7449,23/10/2013,D,1,9,,,,,
7450,25/02/2013,D,1,9,,,,,
7451,20/02/2013,A,0,1,,,,,
7454,13/09/2013,D,1,2,,,,,
7455,09/01/2013,D,0,7,,,,,
7457,26/09/2013,D,1,7,,,,,
7459,02/04/2013,D,1,8,,,,,
7462,16/11/2014,A,1,2,,,,,
7464,18/07/2013,D,1,6,,,,,
7465,06/03/2013,A,0,3,,,,,
7466,23/03/2013,A,0,2,,,,,
7468,31/10/2014,A,1,7,,,,,
7469,29/08/2014,D,1,5,,,,,
7472,18/03/2013,A,0,1,,,,,
7475,28/08/2013,A,0,1,,,,,
7476,22/09/2013,D,0,4,,,,,
7477,12/02/2013,D,0,8,,,,,
7478,08/10/2014,D,1,6,,,,,
7479,31/03/2013,A,0,10,,,,,
7480,25/03/2014,A,0,1,,,,,
7481,10/04/2013,A,1,8,,,,,
7482,09/04/2014,D,1,4,,,,,
7484,21/04/2013,D,1,7,,,,,
7487,15/09/2013,A,0,5,,,,,
7488,19/12/2013,D,1,8,,,,,
7490,02/02/2013,D,0,5,,,,,
7493,15/11/2013,D,1,6,,,,,
7495,19/02/2013,A,1,8,,,,,
7496,20/10/2013,A,0,9,,,,,
7497,28/02/2014,D,1,8,,,,,
7499,21/10/2013,A,1,1,,,,,
7500,04/09/2013,D,0,3,,,,,
7502,25/11/2014,A,1,4,,,,,
7503,06/12/2013,D,0,2,,,,,
7510,07/05/2013,D,0,1,,,,,
7511,09/11/2014,D,1,7,,,,,
7513,07/11/2014,D,1,6,,,,,
7514,26/03/2013,A,0,5,,,,,
7515,17/04/2014,D,1,9,,,,,
7516,18/03/2014,D,1,8,,,,,
7517,23/03/2013,D,0,1,,,,,
7519,20/02/2013,D,0,5,,,,,
7520,10/03/2013,A,0,6,,,,,
7522,07/03/2014,D,1,2,,,,,
7523,05/10/2014,D,1,1,,,,,
7525,09/07/2013,A,0,4,,,,,
7526,15/01/2013,A,1,3,,,,,
7530,02/01/2014,D,0,9,,,,,
7531,14/02/2013,D,1,2,,,,,
7534,01/07/2013,A,1,1,,,,,
7535,10/01/2013,D,1,3,,,,,
7536,28/01/2014,A,0,1,,,,,
7538,30/10/2013,D,0,1,,,,,
7540,29/03/2013,D,1,8,,,,,
7541,02/03/2013,A,0,1,,,,,
7542,14/12/2013,D,1,8,,,,,
7545,09/05/2013,A,0,5,,,,,
7546,16/02/2013,A,1,10,,,,,
7547,25/05/2013,A,0,2,,,,,
7548,03/05/2013,D,0,1,,,,,
7551,07/03/2014,D,1,2,,,,,
7555,20/08/2013,A,0,1,,,,,
7556,11/02/2013,A,0,6,,,,,
7559,13/01/2013,A,0,3,,,,,
7560,20/02/2013,A,1,7,,,,,
7561,07/05/2013,A,0,9,,,,,
7562,22/08/2013,D,0,6,,,,,
7563,22/01/2013,A,0,3,,,,,
7564,28/02/2014,A,0,3,,,,,
7567,09/07/2013,D,0,6,,,,,
7568,15/08/2013,D,1,5,,,,,
7570,21/03/2013,D,0,1,,,,,
7571,02/02/2014,D,0,2,,,,,
7572,30/10/2013,A,1,6,,,,,
7573,13/01/2013,D,1,9,,,,,
7574,13/02/2013,A,0,1,,,,,
7576,13/09/2013,D,1,10,,,,,
7578,08/01/2014,D,0,2,,,,,
7580,04/03/2013,A,1,8,,,,,
7581,19/10/2014,D,1,1,,,,,
7587,02/04/2013,D,1,10,,,,,
7589,23/04/2013,D,1,3,,,,,
7591,22/10/2013,D,1,9,,,,,
7596,07/02/2014,D,0,2,,,,,
7602,24/09/2014,D,1,7,,,,,
7604,25/03/2013,A,0,1,,,,,
7605,24/04/2013,D,1,1,,,,,
7606,06/05/2013,A,1,6,,,,,
7607,07/11/2013,D,0,3,,,,,
7611,13/07/2014,A,1,7,,,,,
7612,20/08/2013,A,1,1,,,,,
7615,31/03/2013,D,0,1,,,,,
7620,19/09/2013,D,0,3,,,,,
7622,18/05/2013,D,1,10,,,,,
7624,10/07/2014,A,1,6,,,,,
7631,14/12/2013,A,1,5,,,,,
7634,13/03/2013,D,0,1,,,,,
7635,04/06/2013,A,0,1,,,,,
7636,06/01/2013,D,0,2,,,,,
7639,13/08/2013,D,0,3,,,,,
7640,19/12/2013,A,1,7,,,,,
7642,01/05/2013,D,1,7,,,,,
7644,27/08/2013,D,0,8,,,,,
7645,21/08/2014,D,1,1,,,,,
7647,20/12/2013,D,0,4,,,,,
7648,17/03/2014,D,0,3,,,,,
7649,14/05/2014,D,1,1,,,,,
7650,14/07/2014,A,1,4,,,,,
7652,28/12/2013,D,1,8,,,,,
7653,19/01/2014,D,1,7,,,,,
7654,23/02/2014,D,0,4,,,,,
7659,07/03/2013,A,0,4,,,,,
7660,06/02/2014,D,0,2,,,,,
7661,01/05/2014,A,1,9,,,,,
7663,01/02/2013,A,0,1,,,,,
7667,05/01/2014,A,0,2,,,,,
7669,06/12/2013,D,0,1,,,,,
7670,28/08/2013,D,1,7,,,,,
7673,22/12/2013,D,0,1,,,,,
7674,10/02/2013,D,1,5,,,,,
7675,26/12/2013,A,1,7,,,,,
7676,13/01/2014,A,1,1,,,,,
7677,06/09/2013,A,0,3,,,,,
7678,10/11/2014,D,1,7,,,,,
7679,04/08/2013,A,1,3,,,,,
7680,21/01/2014,A,0,1,,,,,
7682,07/01/2014,D,0,8,,,,,
7683,07/06/2014,D,1,7,,,,,
7688,21/04/2013,D,0,8,,,,,
7689,17/01/2013,D,1,8,,,,,
7690,11/03/2014,A,1,3,,,,,
7692,07/02/2013,A,0,4,,,,,
7693,17/09/2014,D,1,7,,,,,
7694,24/02/2013,D,0,1,,,,,
7697,26/12/2013,D,0,2,,,,,
7698,22/04/2013,D,1,8,,,,,
7699,12/10/2013,D,1,2,,,,,
7700,25/05/2013,D,1,10,,,,,
7703,13/12/2014,D,1,5,,,,,
7704,01/10/2013,D,0,7,,,,,
7705,12/09/2013,A,0,1,,,,,
7710,21/10/2014,A,1,8,,,,,
7711,04/02/2014,D,0,3,,,,,
7712,17/01/2014,D,0,5,,,,,
7714,11/04/2013,D,1,4,,,,,
7717,17/05/2014,D,1,7,,,,,
7720,23/02/2013,D,1,1,,,,,
7721,03/04/2013,D,1,6,,,,,
7722,18/08/2014,D,1,9,,,,,
7725,02/10/2013,D,0,1,,,,,
7726,29/01/2013,A,0,2,,,,,
7728,06/05/2014,D,1,9,,,,,
7730,01/04/2013,A,1,2,,,,,
7732,22/11/2014,D,1,2,,,,,
7733,17/05/2013,D,1,2,,,,,
7734,04/03/2013,D,1,4,,,,,
7735,17/06/2013,A,0,2,,,,,
7736,23/01/2014,D,1,3,,,,,
7737,14/01/2014,A,0,2,,,,,
7738,17/12/2013,A,0,2,,,,,
7740,29/10/2013,D,0,6,,,,,
7741,18/01/2013,D,1,7,,,,,
7744,03/11/2013,A,1,2,,,,,
7745,09/08/2013,A,0,7,,,,,
7752,26/04/2014,A,1,7,,,,,
7753,26/05/2013,D,0,1,,,,,
7754,19/09/2014,A,1,4,,,,,
7759,23/02/2013,D,1,7,,,,,
7760,14/01/2013,D,1,10,,,,,
7762,30/01/2013,A,1,7,,,,,
7763,29/01/2014,D,0,1,,,,,
7766,18/03/2013,A,1,7,,,,,
7768,03/06/2013,A,0,1,,,,,
7770,12/03/2014,D,0,5,,,,,
7772,17/05/2014,D,1,6,,,,,
7774,26/02/2013,A,1,10,,,,,
7775,06/05/2013,D,0,1,,,,,
7780,26/09/2013,D,1,2,,,,,
7781,10/12/2014,D,1,8,,,,,
7785,16/05/2013,D,1,9,,,,,
7786,19/02/2013,D,0,5,,,,,
7788,15/01/2013,D,1,6,,,,,
7790,05/03/2014,D,1,8,,,,,
7791,05/02/2013,D,1,9,,,,,
7792,08/02/2013,D,0,5,,,,,
7794,13/02/2014,A,0,2,,,,,
7796,21/03/2014,D,1,8,,,,,
7797,13/03/2013,A,1,1,,,,,
7799,10/04/2013,D,1,8,,,,,
7800,02/01/2014,D,0,2,,,,,
7804,07/05/2013,D,1,6,,,,,
7806,25/04/2013,A,1,3,,,,,
7807,07/01/2013,A,1,8,,,,,
7808,29/05/2014,D,1,2,,,,,
7809,01/11/2014,A,1,7,,,,,
7811,27/09/2013,A,0,1,,,,,
7812,27/02/2013,D,1,10,,,,,
7813,21/03/2013,D,0,6,,,,,
7815,27/08/2013,A,1,6,,,,,
7818,29/11/2013,A,0,5,,,,,
7819,11/07/2013,D,1,9,,,,,
7820,05/09/2014,D,1,2,,,,,
7821,12/01/2013,A,0,8,,,,,
7823,04/03/2013,A,1,9,,,,,
7825,12/11/2014,D,1,8,,,,,
7830,30/12/2013,D,1,5,,,,,
7832,27/10/2014,D,1,6,,,,,
7834,19/11/2013,D,0,2,,,,,
7835,22/10/2013,D,1,3,,,,,
7837,26/02/2014,A,0,2,,,,,
7838,17/02/2014,D,1,3,,,,,
7840,10/04/2013,A,0,2,,,,,
7842,13/02/2013,D,0,1,,,,,
7843,04/09/2013,A,0,1,,,,,
7847,06/02/2014,A,0,1,,,,,
7848,25/05/2013,A,0,5,,,,,
7852,12/04/2013,A,1,5,,,,,
7853,13/01/2014,D,1,2,,,,,
7856,07/02/2013,A,1,7,,,,,
7864,15/02/2013,D,0,1,,,,,
7865,05/09/2013,D,1,6,,,,,
7867,11/09/2013,D,0,3,,,,,
7868,20/05/2013,D,0,3,,,,,
7869,05/09/2013,D,1,5,,,,,
7871,02/11/2014,D,1,4,,,,,
7874,06/01/2014,A,1,2,,,,,
7875,31/03/2013,D,1,9,,,,,
7881,26/04/2013,D,0,3,,,,,
7882,29/07/2013,A,1,2,,,,,
7884,23/12/2014,A,1,2,,,,,
7889,10/11/2013,A,1,3,,,,,
7890,26/05/2013,D,0,8,,,,,
7891,02/11/2014,D,1,1,,,,,
7894,19/11/2013,D,0,8,,,,,
7895,11/02/2013,A,0,1,,,,,
7896,04/07/2014,D,1,7,,,,,
7897,25/12/2014,A,1,5,,,,,
7898,17/08/2013,D,0,3,,,,,
7900,16/01/2013,D,1,9,,,,,
7901,27/08/2013,A,1,7,,,,,
7902,26/05/2013,A,0,1,,,,,
7903,21/03/2013,D,0,1,,,,,
7904,06/09/2013,D,0,9,,,,,
7906,31/07/2014,D,1,5,,,,,
7908,21/09/2014,D,1,9,,,,,
7909,02/03/2014,D,0,4,,,,,
7910,27/10/2013,D,0,4,,,,,
7912,23/07/2014,A,1,4,,,,,
7913,24/03/2013,D,0,8,,,,,
7914,11/03/2013,A,0,1,,,,,
7915,01/03/2013,D,0,2,,,,,
7916,12/02/2013,D,0,7,,,,,
7917,26/06/2013,D,0,8,,,,,
7919,25/05/2013,D,1,8,,,,,
7920,30/10/2013,D,0,4,,,,,
7922,02/03/2013,D,0,6,,,,,
7923,06/02/2013,A,1,7,,,,,
7928,08/09/2013,A,0,6,,,,,
7929,20/11/2013,D,0,1,,,,,
7930,24/01/2014,A,1,5,,,,,
7931,09/03/2014,D,0,2,,,,,
7932,17/06/2013,D,0,2,,,,,
7936,08/07/2014,A,1,5,,,,,
7942,23/04/2013,D,1,8,,,,,
7944,09/04/2013,A,0,1,,,,,
7945,01/04/2013,A,0,2,,,,,
7946,23/01/2013,A,0,2,,,,,
7948,12/02/2014,D,0,6,,,,,
7949,27/12/2013,A,0,1,,,,,
7952,04/01/2013,D,0,6,,,,,
7955,30/09/2013,D,1,7,,,,,
7958,21/04/2013,A,0,2,,,,,
7960,20/02/2013,A,1,1,,,,,
7962,02/01/2014,D,0,1,,,,,
7964,03/03/2014,D,0,1,,,,,
7966,23/02/2013,D,1,10,,,,,
7968,05/09/2013,D,1,6,,,,,
7971,09/03/2013,A,1,5,,,,,
7972,30/09/2013,A,0,1,,,,,
7973,29/05/2013,D,0,6,,,,,
7974,26/03/2013,D,1,1,,,,,
7975,22/02/2014,A,1,10,,,,,
7976,17/07/2013,A,1,8,,,,,
7977,18/08/2013,D,0,9,,,,,
7979,14/05/2014,A,1,6,,,,,
7981,01/01/2014,A,0,7,,,,,
7983,21/05/2013,D,0,4,,,,,
7985,16/12/2013,D,0,4,,,,,
7986,12/07/2014,D,1,4,,,,,
7987,15/01/2013,A,1,9,,,,,
7988,19/10/2013,D,1,3,,,,,
7989,26/03/2013,D,1,7,,,,,
7991,17/01/2013,D,0,7,,,,,
7992,17/06/2014,A,1,7,,,,,
7993,18/03/2014,A,1,6,,,,,
7997,26/04/2014,D,1,8,,,,,
8000,07/08/2014,D,1,3,,,,,
8002,21/01/2014,D,0,7,,,,,
8003,06/08/2013,A,0,1,,,,,
8004,01/11/2013,A,1,6,,,,,
8007,28/02/2013,D,0,9,,,,,
8008,20/08/2013,D,0,5,,,,,
8009,23/10/2014,D,1,9,,,,,
8010,24/02/2014,A,0,4,,,,,
8014,01/06/2014,D,1,3,,,,,
8016,13/11/2013,D,1,6,,,,,
8018,13/01/2013,A,1,7,,,,,
8019,28/01/2013,A,0,2,,,,,
8021,12/04/2013,A,0,2,,,,,
8022,11/08/2014,D,1,5,,,,,
8023,24/03/2013,D,1,3,,,,,
8024,24/09/2013,D,1,5,,,,,
8026,14/02/2014,D,1,1,,,,,
8027,24/09/2013,A,1,1,,,,,
8028,26/11/2014,A,1,10,,,,,
8030,26/02/2014,D,1,8,,,,,
8031,09/05/2014,D,1,8,,,,,
8032,29/01/2013,A,0,1,,,,,
8035,15/10/2013,D,1,9,,,,,
8038,28/01/2013,D,0,1,,,,,
8039,13/01/2014,A,0,2,,,,,
8040,04/12/2013,D,0,3,,,,,
8045,28/01/2013,A,1,9,,,,,
8046,20/09/2013,D,1,10,,,,,
8047,29/05/2013,D,0,2,,,,,
8048,11/08/2013,A,0,3,,,,,
8049,03/05/2013,A,0,1,,,,,
8050,28/05/2013,A,0,2,,,,,
8052,10/01/2013,D,1,8,,,,,
8053,15/01/2014,D,1,7,,,,,
8054,02/02/2013,D,0,4,,,,,
8056,19/08/2013,D,0,1,,,,,
8059,25/04/2013,A,1,3,,,,,
8060,13/05/2013,A,0,1,,,,,
8061,23/12/2013,A,0,6,,,,,
8062,31/12/2014,D,1,8,,,,,
8063,27/03/2013,A,0,2,,,,,
8065,17/03/2014,D,1,2,,,,,
8066,10/07/2014,A,1,3,,,,,
8068,17/02/2014,A,0,8,,,,,
8071,05/06/2013,A,0,4,,,,,
8072,23/05/2013,D,1,9,,,,,
8075,03/01/2013,D,0,3,,,,,
8077,30/01/2013,D,0,3,,,,,
8078,21/05/2013,A,0,1,,,,,
8081,20/08/2014,A,1,7,,,,,
8082,09/07/2013,D,1,8,,,,,
8084,28/01/2014,A,0,2,,,,,
8085,10/08/2013,D,1,7,,,,,
8087,13/05/2014,A,1,1,,,,,
8090,21/09/2013,A,1,2,,,,,
8091,14/05/2013,D,1,1,,,,,
8093,21/02/2014,D,0,5,,,,,
8094,29/04/2013,A,0,1,,,,,
8095,23/12/2013,A,1,2,,,,,
8097,31/05/2014,D,1,5,,,,,
8098,17/03/2014,D,0,5,,,,,
8099,10/12/2013,A,0,1,,,,,
8100,13/09/2013,D,1,3,,,,,
8104,08/04/2013,D,0,6,,,,,
8105,08/03/2013,D,1,9,,,,,
8106,04/03/2014,D,1,1,,,,,
8107,13/08/2013,A,0,1,,,,,
8110,21/05/2013,A,0,5,,,,,
8111,12/11/2014,D,1,8,,,,,
8112,19/01/2013,D,0,1,,,,,
8113,25/11/2013,D,1,10,,,,,
8114,25/10/2013,D,1,8,,,,,
8116,09/09/2013,A,0,4,,,,,
8117,15/09/2013,A,1,6,,,,,
8118,25/01/2013,D,0,6,,,,,
8119,16/01/2013,D,1,5,,,,,
8120,20/04/2013,D,0,10,,,,,
8121,20/12/2013,D,0,1,,,,,
8124,23/12/2014,A,1,2,,,,,
8125,16/08/2013,A,0,4,,,,,
8126,21/10/2013,D,1,7,,,,,
8129,12/10/2013,D,1,9,,,,,
8130,01/02/2014,D,0,1,,,,,
8132,30/03/2013,D,0,5,,,,,
8133,04/08/2014,D,1,6,,,,,
8134,04/05/2013,A,1,7,,,,,
8136,11/03/2014,A,1,1,,,,,
8137,07/10/2013,D,0,1,,,,,
8138,27/02/2014,D,0,1,,,,,
8140,31/07/2014,D,1,10,,,,,
8141,05/03/2013,A,0,4,,,,,
8142,04/10/2014,D,1,5,,,,,
8145,04/01/2013,D,1,8,,,,,
8146,23/09/2013,D,0,9,,,,,
8147,24/05/2013,D,1,8,,,,,
8148,08/05/2013,A,0,1,,,,,
8149,08/02/2014,A,0,3,,,,,
8150,12/07/2013,D,0,5,,,,,
8153,02/05/2013,A,0,1,,,,,
8154,07/02/2013,D,0,8,,,,,
8155,07/11/2013,A,0,1,,,,,
8157,12/02/2014,A,0,3,,,,,
8160,02/10/2013,A,0,5,,,,,
8161,05/02/2014,D,0,5,,,,,
8163,14/11/2013,D,1,5,,,,,
8164,02/08/2013,D,0,3,,,,,
8168,04/12/2013,D,1,4,,,,,
8169,17/02/2013,D,0,3,,,,,
8171,07/10/2013,A,1,2,,,,,
8172,11/07/2014,D,1,2,,,,,
8173,26/12/2014,A,1,5,,,,,
8174,13/03/2013,D,1,2,,,,,
8179,29/04/2014,A,1,4,,,,,
8182,31/01/2013,D,0,7,,,,,
8183,11/10/2013,A,1,1,,,,,
8184,12/12/2014,A,1,2,,,,,
8185,28/10/2014,D,1,4,,,,,
8187,12/03/2013,D,1,10,,,,,
8188,06/11/2013,A,0,10,,,,,
8189,26/09/2013,A,0,1,,,,,
8191,30/09/2013,D,0,4,,,,,
8193,10/01/2014,D,1,5,,,,,
8195,12/05/2013,D,0,9,,,,,
8196,12/02/2013,A,1,5,,,,,
8197,15/11/2013,A,1,2,,,,,
8201,04/02/2013,A,1,9,,,,,
8203,01/08/2013,D,1,9,,,,,
8204,23/11/2013,D,0,7,,,,,
8205,12/11/2014,A,1,2,,,,,
8207,16/05/2014,A,1,2,,,,,
8210,29/07/2013,D,0,3,,,,,
8211,20/04/2013,A,0,1,,,,,
8212,04/08/2013,A,0,1,,,,,
8214,20/11/2014,D,1,6,,,,,
8216,31/10/2013,D,0,3,,,,,
8218,29/01/2014,A,0,3,,,,,
8219,20/02/2013,D,1,3,,,,,
8222,17/10/2014,A,1,5,,,,,
8223,04/08/2013,A,0,10,,,,,
8225,11/10/2013,A,0,1,,,,,
8226,22/09/2014,A,1,6,,,,,
8230,23/10/2013,A,0,3,,,,,
8231,25/02/2014,D,0,1,,,,,
8232,30/12/2013,D,1,6,,,,,
8235,29/01/2013,D,1,9,,,,,
8239,02/02/2013,D,0,10,,,,,
8240,06/05/2013,D,0,2,,,,,
8245,04/03/2013,A,0,1,,,,,
8247,16/12/2013,D,0,2,,,,,
8248,12/05/2013,A,1,7,,,,,
8249,18/11/2014,A,1,6,,,,,
8250,12/12/2013,D,1,10,,,,,
8253,10/02/2014,D,0,3,,,,,
8256,17/05/2013,D,1,3,,,,,
8257,23/12/2013,D,1,7,,,,,
8258,09/01/2013,D,1,7,,,,,
8259,02/10/2013,D,0,1,,,,,
8261,22/05/2013,D,0,8,,,,,
8262,21/08/2014,A,1,6,,,,,
8263,27/08/2013,D,0,2,,,,,
8264,01/11/2014,D,1,3,,,,,
8265,18/03/2014,D,0,3,,,,,
8266,26/03/2013,D,1,7,,,,,
8267,26/09/2013,D,1,3,,,,,
8268,05/11/2013,A,0,3,,,,,
8269,07/02/2013,D,1,9,,,,,
8278,14/04/2013,D,1,6,,,,,
8280,02/08/2013,D,0,6,,,,,
8281,12/04/2013,A,0,3,,,,,
